datafusion_tracing::rule_instrumentation::InstrumentedOptimizerRule	new	-	internal	fn new(inner: Arc<dyn OptimizerRule + Send + Sync>, options: RuleInstrumentationOptions, span_create_fn: Arc<dyn Fn(&str) -> tracing::Span + Send + Sync>) -> Self	Creates a new instrumented optimizer rule.
datafusion_tracing::rule_instrumentation::InstrumentedOptimizerRule	rewrite	datafusion_optimizer::optimizer::OptimizerRule	internal	fn rewrite(&self, plan: LogicalPlan, config: &dyn OptimizerConfig) -> Result<Transformed<LogicalPlan>, DataFusionError>	-
datafusion_tracing::rule_instrumentation::InstrumentedOptimizerRule	supports_rewrite	datafusion_optimizer::optimizer::OptimizerRule	internal	fn supports_rewrite(&self) -> bool	-
datafusion_tracing::rule_instrumentation::InstrumentedPhysicalOptimizerRule	name	datafusion_session::physical_optimizer::PhysicalOptimizerRule	internal	fn name(&self) -> &str	-
datafusion_tracing::rule_instrumentation::InstrumentedPhysicalOptimizerRule	new	-	internal	fn new(inner: Arc<dyn PhysicalOptimizerRule + Send + Sync>, options: RuleInstrumentationOptions, span_create_fn: Arc<dyn Fn(&str) -> tracing::Span + Send + Sync>) -> Self	Creates a new instrumented physical optimizer rule.
datafusion_tracing::rule_instrumentation::InstrumentedPhysicalOptimizerRule	optimize	datafusion_session::physical_optimizer::PhysicalOptimizerRule	internal	fn optimize(&self, plan: Arc<dyn ExecutionPlan>, config: &ConfigOptions) -> Result<Arc<dyn ExecutionPlan>>	-
datafusion_tracing::rule_instrumentation::InstrumentedPhysicalOptimizerRule	schema_check	datafusion_session::physical_optimizer::PhysicalOptimizerRule	internal	fn schema_check(&self) -> bool	-
datafusion_tracing::rule_instrumentation::OptimizerPassTracker	get_and_increment	-	internal	fn get_and_increment(&mut self, current_parent_id: Option<tracing::span::Id>) -> usize	Gets the current pass number, resetting if this is a new query (different parent span).
datafusion_tracing::rule_instrumentation::OptimizerPassTracker	new	-	internal	const fn new() -> Self	-
datafusion_tracing::rule_instrumentation::OptimizerPassTracker	reset	-	internal	fn reset(&mut self)	Explicitly resets the pass counter. Called when physical optimizer completes to provide a deterministic end-of-query signal.
datafusion_tracing::rule_instrumentation::OptimizerPhaseSentinel	apply_order	datafusion_optimizer::optimizer::OptimizerRule	internal	fn apply_order(&self) -> Option<ApplyOrder>	-
