opentelemetry::metrics::instruments::up_down_counter::ObservableUpDownCounter	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.up_down_counter.md	1	3	An async instrument that records increasing or decreasing values.
opentelemetry::metrics::instruments::up_down_counter::UpDownCounter	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.up_down_counter.md	1	4	An instrument that records increasing or decreasing values.
opentelemetry::metrics::meter::Meter	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.meter.md	1	18	Provides the ability to create instruments for recording measurements or accepting callbacks to report measurements.
opentelemetry::metrics::meter::MeterProvider	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.meter.md	1	2	Provides access to named [Meter] instances, for instrumenting an application or crate.
opentelemetry::otel_debug	macro	opentelemetry	opentelemetry	supported	-	api/opentelemetry.md	0	0	Macro for logging debug messages in OpenTelemetry.
opentelemetry::otel_error	macro	opentelemetry	opentelemetry	supported	-	api/opentelemetry.md	0	0	Macro for logging error messages in OpenTelemetry.
opentelemetry::otel_info	macro	opentelemetry	opentelemetry	supported	-	api/opentelemetry.md	0	0	**Note**: These macros (`otel_info!`, `otel_warn!`, `otel_debug!`, and `otel_error!`) are intended to be used **internally within OpenTelemetry code** or for **custom exporters, processors and other plugins**. They are not designed for gen…
opentelemetry::otel_warn	macro	opentelemetry	opentelemetry	supported	-	api/opentelemetry.md	0	0	Macro for logging warning messages in OpenTelemetry.
opentelemetry::propagation::Extractor	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.propagation.md	0	3	Extractor provides an interface for removing fields from an underlying struct like `HashMap`
opentelemetry::propagation::Injector	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.propagation.md	0	1	Injector provides an interface for adding fields from an underlying struct like `HashMap`
opentelemetry::propagation::composite::TextMapCompositePropagator	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.propagation.composite.md	1	5	Composite propagator for [`TextMapPropagator`]s.
opentelemetry::propagation::text_map_propagator::FieldIter	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.propagation.text_map_propagator.md	0	3	An iterator over fields of a [`TextMapPropagator`]
opentelemetry::propagation::text_map_propagator::TextMapPropagator	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.propagation.text_map_propagator.md	1	5	Methods to inject and extract a value as text into injectors and extractors that travel in-band across process boundaries.
opentelemetry::trace::Event	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.trace.md	0	5	Events record things that happened during a [`Span`]'s lifetime.
opentelemetry::trace::Link	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.trace.md	0	5	Link is the relationship between two Spans.
